17.2176 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
42.2624 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
45.0303 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000017807D7A040>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001780A134D00>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
45.0305 	EXP 	window1: mouseVisible = True
45.0307 	EXP 	window1: mouseVisible = False
45.0307 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
45.0307 	EXP 	window1: recordFrameIntervals = False
45.1963 	EXP 	window1: recordFrameIntervals = True
45.3798 	EXP 	Screen (0) actual frame rate measured at 60.01Hz
45.3799 	EXP 	window1: recordFrameIntervals = False
49.4867 	EXP 	Created polygon = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1, 1, 1]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='polygon', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
49.4920 	EXP 	Created polygon_2 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, fillColor=array([-1.    ,  0.0039, -1.    ]), fillColorSpace='rgb', fillRGB=array([-1.    ,  0.0039, -1.    ]), interpolate=True, lineColor=array([1, 1, 1]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='polygon_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
49.7565 	EXP 	Sound sound_1 set volume 1.000
51.4267 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0. , 0.3]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
51.5610 	EXP 	window1: mouseVisible = True
51.6042 	EXP 	Imported C:/Users/JEMIMA/Documents/L in Psych Psychopy/Tut 07 Cond.xlsx as conditions, 12 conditions, 3 params
51.6618 	EXP 	Created sequence: random, trialTypes=12, nReps=5, seed=None
51.6623 	EXP 	New trial (rep=0, index=0): {'delay': 0.1, 'freq': 1000, 'condition': 'exp'}
51.7314 	DATA 	Keypress: space
51.7638 	EXP 	textbox: autoLog = True
51.7638 	EXP 	polygon: autoDraw = True
52.5624 	EXP 	polygon_2: autoDraw = True
52.7793 	EXP 	polygon: autoDraw = False
62.5668 	DATA 	Keypress: space
62.5797 	EXP 	polygon: autoDraw = False
62.5797 	EXP 	polygon_2: autoDraw = False
62.9983 	EXP 	text: autoDraw = True
62.9983 	EXP 	textbox: autoDraw = True
71.0462 	DATA 	Keypress: 2
71.3629 	DATA 	Keypress: 6
72.7798 	DATA 	Keypress: 0
74.7802 	DATA 	Mouse: Left button down, pos=(941,233)
74.8743 	EXP 	New trial (rep=0, index=1): {'delay': 0.1, 'freq': 1000, 'condition': 'exp'}
74.8797 	EXP 	text: autoDraw = False
74.8797 	EXP 	textbox: autoDraw = False
74.8797 	EXP 	polygon: autoDraw = True
74.9985 	DATA 	Mouse:  Left button up, pos=(941,233)
75.8799 	EXP 	polygon: autoDraw = False
75.8799 	EXP 	polygon_2: autoDraw = True
76.7990 	DATA 	Keypress: space
76.8296 	EXP 	polygon: autoDraw = False
76.8296 	EXP 	polygon_2: autoDraw = False
77.2297 	EXP 	text: autoDraw = True
77.2297 	EXP 	textbox: autoDraw = True
82.0134 	DATA 	Keypress: 0
82.5666 	DATA 	Keypress: 1
85.1963 	DATA 	Mouse: Left button down, pos=(974,182)
85.1977 	EXP 	New trial (rep=0, index=2): {'delay': 0.4, 'freq': 1000, 'condition': 'exp'}
85.2125 	EXP 	text: autoDraw = False
85.2125 	EXP 	textbox: autoDraw = False
85.2125 	EXP 	polygon: autoDraw = True
85.4310 	DATA 	Mouse:  Left button up, pos=(974,182)
86.1963 	EXP 	polygon_2: autoDraw = True
86.2129 	EXP 	polygon: autoDraw = False
87.9000 	DATA 	Keypress: space
87.9127 	EXP 	polygon: autoDraw = False
87.9127 	EXP 	polygon_2: autoDraw = False
88.6135 	EXP 	text: autoDraw = True
88.6135 	EXP 	textbox: autoDraw = True
91.8507 	DATA 	Keypress: 0
92.9306 	DATA 	Keypress: backspace
93.7472 	DATA 	Keypress: 2
94.2470 	DATA 	Keypress: 0
94.4302 	DATA 	Keypress: 0
95.6808 	DATA 	Mouse: Left button down, pos=(998,263)
95.6821 	EXP 	New trial (rep=0, index=3): {'delay': 0.7, 'freq': 400, 'condition': 'unexp'}
95.6968 	EXP 	text: autoDraw = False
95.6968 	EXP 	textbox: autoDraw = False
95.6968 	EXP 	polygon: autoDraw = True
95.8976 	DATA 	Mouse:  Left button up, pos=(998,263)
96.6962 	EXP 	polygon: autoDraw = False
96.6962 	EXP 	polygon_2: autoDraw = True
101.4826 	DATA 	Keypress: space
101.4962 	EXP 	polygon: autoDraw = False
101.4962 	EXP 	polygon_2: autoDraw = False
102.5585 	EXP 	text: autoDraw = True
102.5585 	EXP 	textbox: autoDraw = True
107.6966 	DATA 	Keypress: 1
108.2302 	DATA 	Keypress: minus
109.4809 	DATA 	Keypress: backspace
109.8969 	DATA 	Keypress: 0
111.6306 	DATA 	Mouse: Left button down, pos=(884,167)
111.6318 	EXP 	New trial (rep=0, index=4): {'delay': 0.1, 'freq': 400, 'condition': 'unexp'}
111.6460 	EXP 	text: autoDraw = False
111.6460 	EXP 	textbox: autoDraw = False
111.6460 	EXP 	polygon: autoDraw = True
111.8485 	DATA 	Mouse:  Left button up, pos=(884,167)
112.6467 	EXP 	polygon: autoDraw = False
112.6467 	EXP 	polygon_2: autoDraw = True
114.6161 	DATA 	Keypress: space
114.6295 	EXP 	polygon: autoDraw = False
114.6295 	EXP 	polygon_2: autoDraw = False
115.0302 	EXP 	text: autoDraw = True
115.0302 	EXP 	textbox: autoDraw = True
116.4133 	DATA 	Keypress: 1
117.1139 	DATA 	Keypress: 0
119.4337 	DATA 	Mouse: Left button down, pos=(1018,227)
119.4480 	EXP 	New trial (rep=0, index=5): {'delay': 0.7, 'freq': 1000, 'condition': 'exp'}
119.4629 	EXP 	text: autoDraw = False
119.4629 	EXP 	textbox: autoDraw = False
119.4629 	EXP 	polygon: autoDraw = True
119.6647 	DATA 	Mouse:  Left button up, pos=(1018,227)
120.3648 	DATA 	Mouse: Left button down, pos=(1018,227)
120.4632 	EXP 	polygon: autoDraw = False
120.4632 	EXP 	polygon_2: autoDraw = True
120.5815 	DATA 	Mouse:  Left button up, pos=(1018,227)
121.3002 	DATA 	Keypress: space
121.3131 	EXP 	polygon: autoDraw = False
121.3131 	EXP 	polygon_2: autoDraw = False
122.3137 	EXP 	text: autoDraw = True
122.3137 	EXP 	textbox: autoDraw = True
124.7180 	DATA 	Keypress: 5
125.2843 	DATA 	Keypress: 0
126.7633 	DATA 	Mouse: Left button down, pos=(1018,227)
126.7645 	EXP 	New trial (rep=0, index=6): {'delay': 0.4, 'freq': 400, 'condition': 'unexp'}
126.7794 	EXP 	text: autoDraw = False
126.7794 	EXP 	textbox: autoDraw = False
126.7794 	EXP 	polygon: autoDraw = True
126.9816 	DATA 	Mouse:  Left button up, pos=(1018,227)
127.7798 	EXP 	polygon: autoDraw = False
127.7798 	EXP 	polygon_2: autoDraw = True
133.7993 	DATA 	Mouse: Left button down, pos=(958,310)
133.9507 	DATA 	Keypress: space
133.9631 	EXP 	polygon: autoDraw = False
133.9631 	EXP 	polygon_2: autoDraw = False
134.0314 	DATA 	Mouse:  Left button up, pos=(958,310)
134.6640 	EXP 	text: autoDraw = True
134.6640 	EXP 	textbox: autoDraw = True
136.7305 	DATA 	Keypress: 1
138.0306 	DATA 	Keypress: 0
139.8709 	DATA 	Mouse: Left button down, pos=(944,227)
139.8818 	EXP 	New trial (rep=0, index=7): {'delay': 0.4, 'freq': 1000, 'condition': 'exp'}
139.8969 	EXP 	text: autoDraw = False
139.8969 	EXP 	textbox: autoDraw = False
139.8969 	EXP 	polygon: autoDraw = True
140.1152 	DATA 	Mouse:  Left button up, pos=(944,227)
140.8969 	EXP 	polygon: autoDraw = False
140.8969 	EXP 	polygon_2: autoDraw = True
141.7833 	DATA 	Keypress: space
141.7970 	EXP 	polygon: autoDraw = False
141.7970 	EXP 	polygon_2: autoDraw = False
142.4968 	EXP 	text: autoDraw = True
142.4968 	EXP 	textbox: autoDraw = True
